交易时间	公众账号ID	商户号	特约商户号	设备号	微信订单号	商户订单号	用户标识	交易类型	交易状态	付款银行	货币种类	应结订单金额	代金券金额	微信退款单号	商户退款单号	退款金额	充值券退款金额	退款类型	退款状态	公司名称	商户数据包	手续费	费率	订单金额	申请退款金额	费率备注				值	
`2020-08-30 10:34:50	`wx271ae48b10918188	`1516858981	`0	`	`4200000690202008301213083634	`470652098674290993	`oJdiI1KrvEhKxxRx40WY_3Yfwsus	`JSAPI	`SUCCESS	`CMB_DEBIT	`CNY	`11.00	`0.00	`0	`0	`0.00	`0.00	`	`	聚思鸿	`r	`0.07000	`0.60%	11	0	`					
`2020-08-30 16:44:17	`wx271ae48b10918188	`1516858981	`0	`	`4200000697202008304351242069	`230652120249693713	`oJdiI1FlQlPGQWiCGmFE9a89yBWs	`JSAPI	`SUCCESS	`CMB_DEBIT	`CNY	`523.00	`0.00	`0	`0	`0.00	`0.00	`	`	道达尔集团	`r	`3.14000	`0.60%	523	0	`					
`2020-08-30 23:00:59	`wx271ae48b10918188	`1516858981	`0	`	`4200000675202008305007054843	`530652143585798683	`oJdiI1Os9uHrkr-xdBwxQGIJcn4M	`JSAPI	`SUCCESS	`OTHERS	`CNY	`17.00	`0.00	`0	`0	`0.00	`0.00	`	`	欧菲	`r	`0.10000	`0.60%	17	0	`					
`2020-08-31 16:44:23	`wx271ae48b10918188	`1516858981	`0	`	`4200000680202008317226302479	`570652207386120880	`oJdiI1Jn_HvdgEqxGK8Nxoo9nTdU	`NATIVE	`SUCCESS	`OTHERS	`CNY	`24.00	`0.00	`0	`0	`0.00	`0.00	`	`	文思海辉	`r	`0.14000	`0.60%	24	0	`					
`2020-08-31 19:21:26	`wx271ae48b10918188	`1516858981	`0	`	`4200000689202008313892099873	`150652216846782912	`oJdiI1AWl_ul36Gmx74HCrPtBKp0	`JSAPI	`SUCCESS	`OTHERS	`CNY	`12.00	`0.00	`0	`0	`0.00	`0.00	`	`	恩思恩有限公司	`r	`0.07000	`0.60%	12	0	`					
`2020-08-19 20:37:04	`wx271ae48b10918188	`1516858981	`0	`	`4200000684202008190075244562	`340651184595808218	`oJdiI1NlxOGlo7IKWnB8OTGG7eco	`NATIVE	`SUCCESS	`OTHERS	`CNY	`6.00	`0.00	`0	`0	`0.00	`0.00	`	`	华住集团	`v	`0.04000	`0.60%	6	0	`					
`2020-08-21 11:00:02	`wx271ae48b10918188	`1516858981	`0	`	`4200000698202008219199484341	`360651322362989488	`oJdiI1CSfbyHl2haVPg3uaxzNXU8	`NATIVE	`SUCCESS	`OTHERS	`CNY	`4.00	`0.00	`0	`0	`0.00	`0.00	`	`	华住集团	`v	`0.02000	`0.60%	4	0	`					
`2020-08-04 17:36:38	`wx271ae48b10918188	`1516858981	`0	`	`4200000595202008043464898545	`420649877694778544	`oJdiI1PL0TDE49ztV693hTQmRAuc	`NATIVE	`SUCCESS	`OTHERS	`CNY	`10.00	`0.00	`0	`0	`0.00	`0.00	`	`	德莎国际货运代理（上海）有限公司	`v	`0.06000	`0.60%	10	0	`					
`2020-08-05 16:52:51	`wx271ae48b10918188	`1516858981	`0	`	`4200000597202008053159643094	`580649961371586548	`oJdiI1E9VLtAC2n5abTjkI5YJwyQ	`NATIVE	`SUCCESS	`OTHERS	`CNY	`7.00	`0.00	`0	`0	`0.00	`0.00	`	`	华住集团	`v	`0.04000	`0.60%	7	0	`					
`2020-08-10 02:13:37	`wx271ae48b10918188	`1516858981	`0	`	`4200000584202008104840557872	`720650340536272000	`oJdiI1MzuYeRwtxWXDl3-G61lraw	`JSAPI	`SUCCESS	`ICBC_DEBIT	`CNY	`51.00	`0.00	`0	`0	`0.00	`0.00	`	`	华住集团	`v	`0.31000	`0.60%	51	0	`					
`2020-08-02 15:02:29	`wx271ae48b10918188	`1516858981	`0	`	`4200000593202008022880268064	`810649695690335239	`oJdiI1O7wtY0x6doKWEBl8ZY1ch0	`NATIVE	`SUCCESS	`OTHERS	`CNY	`59.00	`0.00	`0	`0	`0.00	`0.00	`	`	浙江正泰新能源开发有限公司	`v	`0.35000	`0.60%	59	0	`					
`2020-08-17 19:14:00	`wx271ae48b10918188	`1516858981	`0	`	`4200000581202008177388263881	`900651006797190623	`oJdiI1OMXPvTzQL03Gme5i9uhR4E	`NATIVE	`SUCCESS	`OTHERS	`CNY	`1.00	`0.00	`0	`0	`0.00	`0.00	`	`	CDP集团	`v	`0.01000	`0.60%	1	0	`					
`2020-08-26 13:56:35	`wx271ae48b10918188	`1516858981	`0	`	`4200000696202008266713333044	`920651765302255661	`oJdiI1EXbK4yYv2lrYHv4odz-Qwk	`NATIVE	`SUCCESS	`CITIC_DEBIT	`CNY	`2.00	`0.00	`0	`0	`0.00	`0.00	`	`	包商银行	`v	`0.01000	`0.60%	2	0	`					
`2020-08-30 19:59:20	`wx271ae48b10918188	`1516858981	`0	`	`4200000703202008304835910953	`970652132717871894	`oJdiI1IWUqzCJ_oxOuR31vHQNvsI	`NATIVE	`SUCCESS	`OTHERS	`CNY	`8.00	`0.00	`0	`0	`0.00	`0.00	`	`	美克家居	`v	`0.05000	`0.60%	8	0	`					
